a	(-AH0_)
goldmann	(G-OW1_LD)(M-AH0_N)
goldmans	(G-OW1_LD)(M-AH0_N Z)
goldmark	(G-OW1_LD)(M-AA2_R K)
goldmine	(G-OW1_LD)(M-AY2_N)
goldner	(G-OW1_LD)(N-ER0_)
goldome	(G-OW1_L)(D-OW2_M)
goldress	(G-OW1_L)(D R-EH2_S)
goldrick	(G-OW1_L)(D R-IH0_K)
goldring	(G-OW1_L)(D R-IH2_NG)
golds	(G-OW1_L D Z)
goldsberry	(G-OW1_LDZ)(B-EH2_)(R-IY0_)
goldsborough	(G-OW1_LDZ)(B-ER0_)(-OW0_)
goldsby	(G-OW1_LDZ)(B-IY0_)
goldschmid	(G-OW1_LDSH)(M-IH2_D)
goldschmidt	(G-OW1_LDSH)(M-IH2_T)
goldsmith	(G-OW1_LD)(S M-IH2_TH)
goldson	(G-OW1_LD)(S-AH0_N)
goldstar	(G-OW1_LD)(S T-AA2_R)
goldstein	(G-OW1_LD)(S T-AY2_N)
goldstock	(G-OW1_LD)(S T-AA2_K)
goldston	(G-OW1_LD)(S T-AH0_N)
goldstone	(G-OW1_LD)(S T-OW2_N)
goldstrike	(G-OW1_LD)(S T R-AY2_K)
goldsworthy	(G-OW1_LDZ)(W-ER2_)(DH-IY0_)
goldthwaite	(G-OW1_LD)(TH W-EY2_T)
goldwasser	(G-OW1_L)(D W-AO0_)(S-ER0_)
goldwater	(G-OW1_L)(D W-AO2_)(T-ER0_)
goldwin	(G-OW1_L)(D W-IH0_N)
goldwire	(G-OW1_L)(D W-AY2_R)
goldwyn	(G-OW1_L)(D W-IH0_N)
goldy	(G-OW1_L)(D-IY0_)
golec	(G-OW1_)(L-IH0_K)
golem	(G-OW1_)(L-AH0_M)
goleman	(G-OW1_L)(M-AH0_N)
golembeski	(G-AH0_)(L-IH0_M)(B-EH1_)(S K-IY0_)
golembiewski	(G-AH0_)(L-IH0_M)(B-IY0_)(-EH1_F)(S K-IY0_)
golen	(G-AA1_)(L-AH0_N)
goley	(G-OW1_)(L-IY0_)
golf	(G-AA1_L F)
golfarb	(G-AO1_L)(F-AA2_R B)
golfed	(G-AA1_L F T)
golfer	(G-AA1_L)(F-ER0_)
golfers	(G-AA1_L)(F-ER0_Z)
golfie	(G-AA1_L)(F-IY0_)
golfing	(G-AA1_L)(F-IH0_NG)
golfman	(G-AA1_LF)(M-AH0_N)
golfs	(G-AA1_L F S)
golgi	(G-OW1_L)(JH-IY0_)
golgo	(G-OW1_L)(G-OW0_)
goliath	(G-AH0_)(L-AY1_)(-AH0_TH)
goliaths	(G-OW1_)(L-IY0_)(-AE0_TH S)
golightly	(G-OW1_)(L-AY2_T)(L-IY0_)
golinski	(G-AH0_)(L-IH1_N)(S K-IY0_)
golisano	(G-OW2_)(L-IH0_)(S-AA1_)(N-OW0_)
golkar	(G-OW1_L)(K-AA0_R)
goll	(G-AA1_L)
golla	(G-AA1_)(L-AH0_)
golladay	(G-AA1_)(L-AH0_)(D-EY2_)
golle	(G-AA1_L)
goller	(G-AA1_)(L-ER0_)
golliday	(G-AA1_)(L-IY0_)(D-EY0_)
golliher	(G-AA1_)(L-IH0_)(HH-ER0_)
gollnick	(G-AA1_L)(N-IH0_K)
gollum	(G-AA1_)(L-AH0_M)
gollust	(G-OW1_)(L-AH0_S T)
golly	(G-AA1_)(L-IY0_)
golob	(G-OW1_)(L-AH0_B)
golomb	(G-AA1_)(L-AH0_M)
golonka	(G-OW0_)(L-OW1_NG)(K-AH0_)
goloven	(G-OW1_)(L-AH0_)(V-AH0_N)
golphin	(G-OW1_L)(F-IH0_N)
golson	(G-OW1_L)(S-AH0_N)
golston	(G-OW1_L)(S T-AH0_N)
goltz	(G-OW1_L T S)
golub	(G-OW1_)(L-AH0_B)
golubski	(G-AH0_)(L-AH1_B)(S K-IY0_)
golz	(G-OW1_L Z)
goma	(G-OW1_)(M-AH0_)
gombar	(G-AH0_M)(B-AA1_R)
gomberg	(G-AA1_M)(B-ER0_G)
gombert	(G-AA1_M)(B-ER0_T)
gombos	(G-OW1_M)(B-OW0_Z)
gomer	(G-OW1_)(M-ER0_)
gomery	(G-OW1_)(M-ER0_)(-IY0_)
gomes	(G-OW1_)(M-EH2_Z)
gomez	(G-OW1_)(M-EH0_Z)
gomillion	(G-AA1_)(M-IH0_L)(Y-AH0_N)
gomoll	(G-AA1_)(M-AH0_L)
gomorrah	(G-AH0_)(M-AO1_)(R-AH0_)
gomory	(G-OW1_)(M-ER0_)(-IY0_)
gonaives	(G-OW0_)(N-AY1_V Z)
goncalves	(G-OW0_N)(K-AA1_L)(V-EH0_S)
gonce	(G-AA1_N S)
goncharov	(G-AA1_N)(CH-ER0_)(-AA0_V)
gond	(G-AA1_N D)
gonda	(G-AA1_N)(D-AH0_)
gondek	(G-AA1_N)(D-IH0_K)
gonder	(G-AA1_N)(D-ER0_)
gondola	(G-AA1_N)(D-AH0_)(L-AH0_)
gondolas	(G-AA1_N)(D-AH0_)(L-AH0_Z)
gondolier	(G-AA2_N)(D-AH0_)(L-IH1_R)
gondoliers	(G-AA2_N)(D-AH0_)(L-IH1_R Z)
gone	(G-AO1_N)
goner	(G-AA1_)(N-ER0_)
gonet	(G-OW1_)(N-IH0_T)
gong	(G-AO1_NG)
gongaware	(G-AA1_NG)(G-AH0_)(W-EH0_R)
gongora	(G-OW0_NG)(G-AO1_)(R-AH0_)
gongs	(G-AO1_NG Z)
gonia	(G-OW1_)(N-IY0_)(-AH0_)
goniometer	(G-OW2_)(N-IY0_)(-AA1_)(M-AH0_)(T-ER0_)
gonium	(G-OW1_)(N-IY0_)(-AH0_M)
gonna	(G-AA1_)(N-AH0_)
gonnella	(G-OW0_)(N-EH1_)(L-AH0_)
gonnerman	(G-AA1_)(N-ER0_)(M-AH0_N)
gonococcal	(G-AA2_)(N-AH0_)(K-AA1_)(K-AH0_L)
gonorrhea	(G-AA2_)(N-ER0_)(-IY1_)(-AH0_)
gonsales	(G-OW1_N)(S-EY0_L Z)
gonsalez	(G-OW0_N)(S-AA1_)(L-EH0_Z)
gonsalves	(G-OW0_N)(S-AA1_L)(V-EH0_S)
gonser	(G-AA1_N)(S-ER0_)
gonsoulin	(G-AA1_N)(S-AW0_)(L-IH0_N)
gonterman	(G-AA1_N)(T-ER0_)(M-AH0_N)
gonya	(G-OW1_N)(Y-AH0_)
gonyea	(G-OW1_N)(Y-EH0_)
gonyer	(G-OW1_N)(Y-ER0_)
gonyo	(G-OW1_N)(Y-OW0_)
gonzales	(G-AA0_N)(Z-AA1_)(L-AH0_S)
gonzalez	(G-AA0_N)(Z-AA1_)(L-AH0_Z)
gonzalo	(G-AA0_N)(Z-AA1_)(L-OW0_)
gonzo	(G-AA1_N)(Z-OW0_)
goo	(G-UW1_)
gooch	(G-UW1_CH)
good	(G-UH1_D)
gooda	(G-UH1_)(D-AH0_)
goodale	(G-UH1_)(D-EY2_L)
goodall	(G-UH1_)(D-AO2_L)
goodbar	(G-UH1_D)(B-AA2_R)
goodbread	(G-UH1_D)(B R-EH2_D)
goodby	(G-UH1_D)(B-AY2_)
goodbye	(G-UH2_D)(B-AY1_)
goodbyes	(G-UH2_D)(B-AY1_Z)
goodchild	(G-UH1_D)(CH-AY2_L D)
goode	(G-UH1_D)
goodell	(G-UH1_)(D-EH0_L)
gooden	(G-UH1_)(D-AH0_N)
goodenough	(G-UH1_)(D-AH0_)(N-AW2_)
goodenow	(G-UH1_)(D-EH0_)(N-OW0_)
gooder	(G-UH1_)(D-ER0_)
gooderham	(G-UH1_)(D-ER0_)(HH-AE2_M)
gooders	(G-UH1_)(D-ER0_Z)
goodfella	(G-UH1_D)(F-EH2_)(L-AH0_)
goodfellas	(G-UH1_D)(F-EH2_)(L-AH0_Z)
goodfellow	(G-UH1_D)(F-EH2_)(L-OW0_)
goodfellows	(G-UH1_D)(F-EH2_)(L-OW0_Z)
goodfriend	(G-UH1_D)(F R-EH2_N D)
goodfriends	(G-UH1_D)(F R-EH2_N D Z)
goodgame	(G-UH1_D)(G-EY2_M)
goodhart	(G-UH1_D)(HH-AA2_R T)
goodheart	(G-UH1_D)(HH-AA2_R T)
goodhue	(G-UH1_D)(HH Y-UW2_)
goodie	(G-UH1_)(D-IY0_)
goodies	(G-UH1_)(D-IY0_Z)
goodin	(G-UH1_)(D-AH0_N)
goodine	(G-UH1_)(D-AY0_N)
gooding	(G-UH1_)(D-IH0_NG)
goodison	(G-UH1_)(D-IH0_)(S-AH0_N)
goodkin	(G-UH1_D)(K-IH2_N)
goodland	(G-UH1_D)(L-AH0_N D)
goodlet	(G-UH1_D)(L-EH2_T)
goodlett	(G-UH1_D)(L-EH2_T)
goodley	(G-UH1_D)(L-IY0_)
goodlin	(G-UH1_D)(L-IH0_N)
goodling	(G-UH1_D)(L-IH0_NG)
goodloe	(G-UH1_D)(L-OW2_)
goodlow	(G-UH1_D)(L-OW2_)
goodly	(G-UH1_D)(L-IY0_)
goodman	(G-UH1_D)(M-AH0_N)
goodmorning	(G-UH2_D)(M-AO1_R)(N-IH0_NG)
goodner	(G-UH1_D)(N-ER0_)
goodness	(G-UH1_D)(N-AH0_S)
goodnight	(G-UH1_D)(N-AY2_T)
goodnough	(G-UH1_D)(N-AH2_F)
goodnow	(G-UH1_D)(N-OW0_)
goodpaster	(G-UH1_D)(P-AE2_)(S T-ER0_)
goodpasture	(G-UH1_D)(P-AE2_S)(CH-ER0_)
goodreau	(G-UH1_)(D R-OW2_)
goodrich	(G-UH1_)(D R-IH2_CH)
goodrick	(G-UH1_)(D R-IH0_K)
goodridge	(G-UH1_)(D R-IH2_JH)
goodroe	(G-UH1_)(D R-OW2_)
goodrow	(G-UH1_)(D R-OW2_)
goodrum	(G-UH1_)(D R-AH2_M)
goods	(G-UH1_D Z)
goodsell	(G-UH1_D)(S-EH2_L)
goodson	(G-UH1_D)(S-AH0_N)
goodspeed	(G-UH1_D)(S P-IY2_D)
goodstein	(G-UH1_D)(S T-AY2_N)
goodtab	(G-UH1_D)(T-AE2_B)
goodwill	(G-UH1_)(D W-IH1_L)
goodwin	(G-UH1_)(D W-IH0_N)
goodwine	(G-UH1_)(D W-AY2_N)
goodwyn	(G-UH1_)(D W-IH2_N)
goody	(G-UH1_)(D-IY0_)
goodyear	(G-UH1_D)(Y-IH0_R)
gooey	(G-UW1_)(-IY0_)
goof	(G-UW1_F)
goofed	(G-UW1_F T)
goofing	(G-UW1_)(F-IH0_NG)
goofs	(G-UW1_F S)
goofy	(G-UW1_)(F-IY0_)
googe	(G-UW1_JH)
googin	(G-UW1_)(G-IH0_N)
googins	(G-UW1_)(G-IH0_N Z)
gook	(G-UH1_K)
gookin	(G-UH1_)(K-IH0_N)
goold	(G-UW1_L D)
gooley	(G-UW1_)(L-IY0_)
goolsby	(G-UW1_LS)(B-IY0_)
goon	(G-UW1_N)
goonan	(G-UW1_)(N-AH0_N)
goons	(G-UW1_N Z)
goop	(G-UW1_P)
goos	(G-UW1_Z)
goosby	(G-UW1_S)(B-IY0_)
goose	(G-UW1_S)
gooseberry	(G-UW1_S)(B-EH2_)(R-IY0_)
goosefish	(G-UW1_)(S F-IH2_SH)
goosefoot	(G-UW1_)(S F-UH2_T)
goosen	(G-UW1_)(S-AH0_N)
goosey	(G-UW1_)(S-IY0_)
goossen	(G-UW1_)(S-AH0_N)
goossens	(G-UW1_)(S-AH0_N Z)
goostree	(G-UW0_)(S T R-IY1_)
gootee	(G-UW1_)(T-IY0_)
gopac	(G-OW1_)(P-AE2_K)
gopal	(G-OW2_)(P-AA1_L)
gopher	(G-OW1_)(F-ER0_)
gophers	(G-OW1_)(F-ER0_Z)
gora	(G-AO1_)(R-AH0_)
goracke	(G-AO1_)(R-AH0_K)
goradze	(G-AO2_)(R-AA1_D)(Z-AH0_)
goral	(G-AO1_)(R-AH0_L)
goralski	(G-ER0_)(-AA1_L)(S K-IY0_)
goranson	(G-AO1_)(R-AH0_N)(S-AH0_N)
gorazde	(G-AO2_)(R-AA1_ZH)(D-AH0_)
gorbachev	(G-AO1_R)(B-AH0_)(CH-EH0_V)
gorbachevs	(G-AO1_R)(B-AH0_)(CH-EH0_V Z)
gorby	(G-AO1_R)(B-IY0_)
gorczyca	(G-ER0_)(CH-IH1_)(K-AH0_)
gorczynski	(G-ER0_)(CH-IH1_N)(S K-IY0_)
gorda	(G-AO1_R)(D-AH0_)
gordan	(G-AO1_R)(D-AH0_N)
gorden	(G-AO1_R)(D-AH0_N)
gorder	(G-AO1_R)(D-ER0_)
gordeyev	(G-AO0_R)(D-AY1_)(-AH0_V)
gordian	(G-AO1_R)(D-IY0_)(-AH0_N)
gordie	(G-AO1_R)(D-IY0_)
gordillo	(G-AO2_R)(D-IH1_)(L-OW0_)
gordin	(G-AO1_R)(D-IH0_N)
gordinier	(G-AO1_R)(D-IH0_)(N-IY0_)(-ER0_)
gordji	(G-AO1_R)(JH-IY0_)
gordner	(G-AO1_RD)(N-ER0_)
gordon	(G-AO1_R)(D-AH0_N)
gordy	(G-AO1_R)(D-IY0_)
gore	(G-AO1_R)
gorecki	(G-ER0_)(-EH1_T)(S K-IY0_)
gored	(G-AO1_R D)
goree	(G-AO1_)(R-IY1_)
gorelick	(G-AO1_)(R-IH0_)(L-IH0_K)
goren	(G-AO1_)(R-AH0_N)
gorenflo	(G-AO0_)(R-EH1_N)(F L-OW0_)
gores	(G-AO1_R Z)
gorey	(G-AO1_)(R-IY0_)
gorgas	(G-AO1_R)(G-AH0_Z)
gorge	(G-AO1_R JH)
gorgeous	(G-AO1_R)(JH-AH0_S)
gorges	(G-AO1_R)(JH-AH0_Z)
gorgon	(G-AO1_R)(G-AH0_N)
gorgone	(G-AO1_R)(G-AH0_N)
gorgonian	(G-AO0_R)(G-OW1_)(N-IY0_)(-AH0_N)
gorgons	(G-AO1_R)(G-AH0_N Z)
gorguze	(G-AO1_R)(G Y-UW0_Z)
gorham	(G-AO1_)(R-AH0_M)
gori	(G-AO1_)(R-IY0_)
goria	(G-AO1_)(R-IY0_)(-AH0_)
gorilla	(G-ER0_)(-IH1_)(L-AH0_)
gorillas	(G-ER0_)(-IH1_)(L-AH0_Z)
gorin	(G-AO1_)(R-AH0_N)
goring	(G-AO1_)(R-IH0_NG)
goris	(G-AO1_)(R-AH0_S)
gorka	(G-AO1_R)(K-AH0_)
gorki	(G-AO1_R)(K-IY0_)
gorky	(G-AO1_R)(K-IY0_)
gorley	(G-AO1_R)(L-IY0_)
gorman	(G-AO1_R)(M-AH0_N)
gormley	(G-AO1_RM)(L-IY0_)
gormly	(G-AO1_RM)(L-IY0_)
gorney	(G-AO1_R)(N-IY0_)
gorniak	(G-AO1_R)(N-IY0_)(-AE0_K)
gornick	(G-AO1_R)(N-IH0_K)
gornik	(G-AO1_R)(N-IH0_K)
gornto	(G-AO1_RN)(T-OW0_)
gorny	(G-AO1_R)(N-IY0_)
gorospe	(G-AO0_)(R-OW1_)(S P-EY0_)
gorr	(G-AO1_R)
gorrell	(G-AO0_)(R-EY1_L)
gorrid	(G-AO1_)(R-AH0_D)
gorrids	(G-AO1_)(R-AH0_D Z)
gorski	(G-AO1_R)(S K-IY0_)
gorsky	(G-AO1_R)(S K-IY0_)
gorsline	(G-AO1_R)(S L-AY2_N)
gorsuch	(G-AO1_R)(S-AH0_CH)
gort	(G-AO1_R T)
gortari	(G-AO0_R)(T-AA1_)(R-IY0_)
gorter	(G-AO1_R)(T-ER0_)
gortney	(G-AO1_RT)(N-IY0_)
gorton	(G-AO1_R)(T-AH0_N)
gorum	(G-AO1_)(R-AH0_M)
gory	(G-AO1_)(R-IY0_)
gosa	(G-OW1_)(S-AH0_)
gosbank	(G-AO1_S)(B-AE2_NG K)
gosch	(G-AO1_SH)
gosdin	(G-AA1_S)(D-IH0_N)
gose	(G-OW1_Z)
gosh	(G-AA1_SH)
gosha	(G-OW1_)(SH-AH0_)
goshawk	(G-AA1_S)(HH-AO2_K)
goshen	(G-OW1_)(SH-IH0_N)
goshorn	(G-AA1_)(SH-ER0_N)
goslee	(G-AA1_)(S L-IY0_)
goslin	(G-AA1_)(S L-IH0_N)
gosline	(G-AA1_)(S L-AY0_N)
gosman	(G-AA1_)(S M-AH0_N)
gosnell	(G-AA1_)(S N-AH0_L)
gosney	(G-AA1_)(S N-IY0_)
gosornstem	(G-AH0_)(S-AO1_RN)(S T-EH0_M)
gospel	(G-AA1_)(S P-AH0_L)
gospels	(G-AA1_)(S P-AH0_L Z)
gosplan	(G-AO1_)(S P L-AE2_N)
goss	(G-AO1_S)
gossage	(G-AO1_)(S-IH0_JH)
gossamer	(G-AA1_)(S-AH0_)(M-ER0_)
gossard	(G-AH0_)(S-AA1_R D)
gosse	(G-AA1_S)
gosselin	(G-AA1_)(S-IH0_)(L-IH0_N)
gossen	(G-AO1_)(S-AH0_N)
gosser	(G-AO1_)(S-ER0_)
gossett	(G-AA1_)(S-IH0_T)
gossip	(G-AA1_)(S-AH0_P)
gossiper	(G-AA1_)(S-AH0_)(P-ER0_)
gossipers	(G-AA1_)(S-AH0_)(P-ER0_Z)
gossiping	(G-AA1_)(S-AH0_)(P-IH0_NG)
gossips	(G-AA1_)(S-AH0_P S)
gossipy	(G-AA1_)(S-AH0_)(P-IY0_)
gossman	(G-AO1_)(S M-AH0_N)
gostev	(G-AO1_)(S T-AH0_V)
gostomski	(G-AH0_)(S T-AA1_M)(S K-IY0_)
goswick	(G-AA1_)(S W-IH0_K)
got	(G-AA1_T)
gotaas	(G-AA1_)(T-AA2_S)
gotbaum	(G-AA1_T)(B-AO0_M)
gotch	(G-AA1_CH)
gotcha	(G-AA1_)(CH-AH0_)
gotcher	(G-AA1_)(CH-ER0_)
goth	(G-AA1_TH)
gotham	(G-AA1_)(TH-AH0_M)
gothard	(G-AA1_)(TH-ER0_D)
gothenburg	(G-OW1_)(T-AH0_N)(B-ER0_G)
gothic	(G-AA1_)(TH-IH0_K)
gotlieb	(G-AA1_T)(L-IY2_B)
goto	(G-OW1_)(T-UW2_)
gotsch	(G-AA1_CH)
gotschal	(G-AA1_)(CH-AH0_L)
gotschall	(G-AA1_)(CH-AH0_L)
gotshal	(G-AA1_)(CH-AH0_L)
gotshall	(G-AA1_)(CH-AH0_L)
gott	(G-AA1_T)
gotta	(G-AA1_)(T-AH0_)
gotten	(G-AA1_)(T-AH0_N)
gotterdammerung	(G-AA1_)(T-ER0_)(D-AE2_)(M-ER0_)(-AH0_NG)
gottesman	(G-AA1_T)(S M-AH0_N)
gottfried	(G-AO1_T)(F R-IY0_D)
gotthardt	(G-AA1_)(TH-AA0_R T)
gotthelf	(G-AA1_T)(HH-EH2_L F)
gotti	(G-AA1_)(T-IY0_)
gottis	(G-AA1_)(T-IH0_S)
gottlieb	(G-AA1_T)(L-IY2_B)
gottman	(G-AA1_T)(M-AH0_N)
gotts	(G-AA1_T S)
gottsch	(G-AA1_CH)
gottschalk	(G-AA1_)(CH-AH0_K)
gottschalks	(G-AA1_)(CH-AH0_K S)
gottschall	(G-AA1_)(CH-AH0_L)
gottshall	(G-AA1_)(CH-AH0_L)
gottwald	(G-AA1_)(T W-AH0_L D)
gotwalt	(G-AA1_)(T W-AH0_L T)
gotz	(G-AA1_T S)
goucher	(G-AW1_)(K-ER0_)
goude	(G-AW1_D)
goudeau	(G-UW2_)(D-OW1_)
goudie	(G-AW1_)(D-IY0_)
goudreau	(G-UW2_)(D R-OW1_)
goudy	(G-AW1_)(D-IY0_)
gouge	(G-AW1_JH)
gouged	(G-AW1_JH D)
gougeon	(G-AW1_)(JH-IH0_N)
gouger	(G-AW1_)(JH-ER0_)
gough	(G-AO1_F)
goughnour	(G-AW1_)(N-ER0_)
gouging	(G-AW1_)(JH-IH0_NG)
gouin	(G W-IY1_N)
gouker	(G-AW1_)(K-ER0_)
goulart	(G-UW0_)(L-AA1_R T)
goulash	(G-UW1_)(L-AA2_SH)
gould	(G-UW1_L D)
goulden	(G-UH1_)(D-AH0_N)
goulding	(G-UW1_L)(D-IH0_NG)
goulet	(G-UW0_)(L-EH1_T)
goulette	(G-UW2_)(L-EH1_T)
goulston	(G-UW1_L)(S T-AH0_N)
goupil	(G-UW1_)(P-AH0_L)
gourd	(G-AO1_R D)
gourdine	(G-UH0_R)(D-AY1_N)
gourds	(G-AO1_R D Z)
gourlay	(G-AO1_R)(L-EY0_)
gourley	(G-AO1_R)(L-IY0_)
gourment	(G-AO2_R)(M-EH1_N T)
gourmet	(G-UH1_R)(M-EY2_)
gourmets	(G-UH1_R)(M-EY2_Z)
gousha	(G-UW1_)(SH-AH0_)
gout	(G-AW1_T)
goutal	(G-UW1_)(T-AH0_L)
gouty	(G-AW1_)(T-IY0_)
gouvea	(G-UW0_)(V-EY1_)(-AH0_)
gouveia	(G-UW0_)(V-EY1_)(-IY0_)(-AH0_)
gov	(G-AH1_V)
govan	(G-OW1_)(V-AH0_N)
gove	(G-OW1_V)
govea	(G-AH1_)(V-IY0_)(-AH0_)
gover	(G-AH1_)(V-ER0_)
govern	(G-AH1_)(V-ER0_N)
governale	(G-AH1_)(V-ER0_)(N-EY2_L)
governance	(G-AH1_)(V-ER0_)(N-AH0_N S)
governed	(G-AH1_)(V-ER0_N D)
governess	(G-AH1_)(V-ER0_)(N-AH0_S)
governing	(G-AH1_)(V-ER0_)(N-IH0_NG)
government	(G-AH1_)(V-ER0_)(M-AH0_N T)
governmental	(G-AH1_)(V-ER0_)(M-EH2_N)(T-AH0_L)
governmentally	(G-AH1_)(V-ER0_)(M-EH2_N)(T-AH0_)(L-IY0_)
governments	(G-AH1_)(V-ER0_)(M-AH0_N T S)
governor	(G-AH1_)(V-ER0_)(N-ER0_)
governors	(G-AH1_)(V-ER0_)(N-ER0_Z)
governorship	(G-AH1_)(V-ER0_)(N-ER0_)(SH-IH2_P)
governorships	(G-AH1_)(V-ER0_)(N-ER0_)(SH-IH2_P S)
governs	(G-AH1_)(V-ER0_N Z)
govett	(G-AH1_)(V-AH0_T)
govier	(G-OW1_)(V-IY0_)(-ER0_)
govoni	(G-OW0_)(V-OW1_)(N-IY0_)
govpx	(G-AH1_V)(P-IY2_)(-EH1_K S)
govs	(G-AA1_V Z)
gow	(G-AW1_)
gowan	(G-AW1_)(-AH0_N)
gowans	(G-AW1_)(-AH0_N Z)
goward	(G-OW1_)(W-ER0_D)
gowdy	(G-AW1_)(D-IY0_)
gowell	(G-AA1_)(W-EH0_L)
gowen	(G-AW1_)(-AH0_N)
gowens	(G-AW1_)(-AH0_N Z)
gower	(G-AW1_)(-ER0_)
gowin	(G-AW1_)(-IH0_N)
gowing	(G-AW1_)(-IH0_NG)
gowins	(G-AW1_)(-IH0_N Z)
gown	(G-AW1_N)
gowns	(G-AW1_N Z)
goy	(G-OY1_)
goya	(G-OY1_)(-AH0_)
goyer	(G-OY1_)(-ER0_)
goyette	(G-OY2_)(-EH1_T)
goyim	(G-OY1_)(-IH0_M)
goyko	(G-OY1_)(K-OW0_)
goyne	(G-OY1_N)
goynes	(G-OY1_N Z)
goza	(G-OW1_)(Z-AH0_)
gozo	(G-OW1_)(Z-OW0_)
gozofsky	(G-AH0_)(Z-AO1_F)(S K-IY0_)
grab	(G R-AE1_B)
grabau	(G R-AE1_)(B-AW0_)
grabbe	(G R-AE1_B)
grabbed	(G R-AE1_B D)
grabber	(G R-AE1_)(B-ER0_)
grabbers	(G R-AE1_)(B-ER0_Z)
grabbing	(G R-AE1_)(B-IH0_NG)
grabe	(G R-EY1_B)
grabel	(G R-AE1_)(B-AH0_L)
graben	(G R-AE1_)(B-AH0_N)
grabens	(G R-AA1_)(B-AH0_N Z)
grabenstein	(G R-AE1_)(B-AH0_N)(S T-AY2_N)
graber	(G R-EY1_)(B-ER0_)
grabert	(G R-AE1_)(B-ER0_T)
grabill	(G R-AH0_)(B-IH1_L)
grabinski	(G R-AH0_)(B-IH1_N)(S K-IY0_)
grable	(G R-EY1_)(B-AH0_L)
grabner	(G R-AE1_B)(N-ER0_)
graboski	(G R-AH0_)(B-AW1_)(S K-IY0_)
grabow	(G R-AE1_)(B-OW0_)
grabowski	(G R-AH0_)(B-AO1_F)(S K-IY0_)
graboy	(G R-EY1_)(B-OY0_)
grabs	(G R-AE1_B Z)
grabski	(G R-AE1_B)(S K-IY2_)
grace	(G R-EY1_S)
graced	(G R-EY1_S T)
graceffa	(G R-AH0_)(S-EH1_)(F-AH0_)
graceful	(G R-EY1_)(S F-AH0_L)
gracefully	(G R-EY1_)(S F-AH0_)(L-IY0_)
graceland	(G R-EY1_)(S L-AE0_N D)
graceless	(G R-EY1_)(S L-AH0_S)
graces	(G R-EY1_)(S-IH0_Z)
gracey	(G R-EY1_)(S-IY0_)
grachev	(G R-AA1_)(CH-EH0_V)
grachov	(G R-AA1_)(CH-AO1_V)
graci	(G R-AA1_)(CH-IY0_)
gracia	(G R-AA1_)(CH-AH0_)
graciano	(G R-AA0_)(CH-IY0_)(-AA1_)(N-OW0_)
gracie	(G R-EY1_)(S-IY0_)
gracile	(G R-AE1_)(S-AH0_L)
gracious	(G R-EY1_)(SH-AH0_S)
graciously	(G R-EY1_)(SH-AH0_)(S L-IY0_)
graciousness	(G R-EY1_)(SH-AH0_)(S N-AH0_S)
grackle	(G R-AE1_)(K-AH0_L)
grackles	(G R-AE1_)(K-AH0_L Z)
graco	(G R-AE1_)(K-OW0_)
gracy	(G R-EY1_)(S-IY0_)
graczyk	(G R-AA1_)(CH-IH0_K)
grad	(G R-AE1_D)
gradation	(G R-EY0_)(D-EY1_)(SH-AH0_N)
gradations	(G R-EY0_)(D-EY1_)(SH-AH0_N Z)
gradchev	(G R-AE1_D)(CH-EH0_F)
gradco	(G R-AE1_D)(K-OW0_)
graddy	(G R-AE1_)(D-IY0_)
grade	(G R-EY1_D)
graded	(G R-EY1_)(D-AH0_D)
gradel	(G R-AE1_)(D-AH0_L)
graden	(G R-EY1_)(D-AH0_N)
grader	(G R-EY1_)(D-ER0_)
graders	(G R-EY1_)(D-ER0_Z)
grades	(G R-EY1_D Z)
grading	(G R-EY1_)(D-IH0_NG)
gradison	(G R-AE1_)(D-IH0_)(S-AH0_N)
gradney	(G R-AE1_D)(N-IY0_)
grado	(G R-AA1_)(D-OW0_)
gradov	(G R-EY1_)(D-AO0_F)
gradovs	(G R-EY1_)(D-AO0_F S)
grads	(G R-AE1_D Z)
gradstein	(G R-AE1_D)(S T-IY0_N)
gradual	(G R-AE1_)(JH-UW0_)(-AH0_L)
gradualism	(G R-AE1_)(JH-AH0_)(W-AH0_)(L-IH2_)(Z-AH0_M)
gradualist	(G R-AE1_)(JH-AH0_)(W-AH0_)(L-IH0_S T)
gradually	(G R-AE1_)(JH-UW0_)(-AH0_)(L-IY0_)
graduate	(G R-AE1_)(JH-AH0_)(W-AH0_T)
graduated	(G R-AE1_)(JH-UW0_)(-EY2_)(T-IH0_D)
graduates	(G R-AE1_)(JH-AH0_)(W-AH0_T S)
graduating	(G R-AE1_)(JH-AH0_)(W-EY2_)(T-IH0_NG)
graduation	(G R-AE2_)(JH-UW0_)(-EY1_)(SH-AH0_N)
graduations	(G R-AE2_)(JH-UW0_)(-EY1_)(SH-AH0_N Z)
gradus	(G R-EY1_)(D-AH0_S)
grady	(G R-EY1_)(D-IY0_)
graeber	(G R-EH1_)(B-ER0_)
graebner	(G R-EH1_B)(N-ER0_)
graef	(G R-IY1_F)
graefe	(G R-IY1_F)
graeff	(G R-IY1_F)
graeme	(G R-EY1_M)
graeser	(G R-EY1_)(Z-ER0_)
graessle	(G R-EH1_)(S-AH0_L)
graetz	(G R-IY1_T S)
graf	(G R-AE1_F)
grafe	(G R-EY1_F)
graff	(G R-AE1_F)
graffam	(G R-AE1_)(F-AH0_M)
graffeo	(G R-AA1_)(F-IY0_)(-OW0_)
